"","full_name","edebo","ouo_validated","short_name","status","type","property_type","koatuu","oblast","settlement","address","main_institution","managing_body","phone","fax","mail","site","director","is_core","is_rural","is_mountain","is_internat","licensed_volume","settlement_name","settlement_code","hromada_name","hromada_code","raion_name","raion_code","oblast_name","oblast_code","match_status_koatuu"
"3232","ХАРКІВСЬКА СПЕЦІАЛІЗОВАНА ШКОЛА І-ІІІ СТУПЕНІВ №80 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",145849,"так","ХСШ № 80","працює","спеціалізована школа","Комунальна","6310138200","Харківська область","Харків, Харківська область","вулиця Біблика, 12",NA,"Управління освіти адміністрації Індустріального району Харківської міської ради","(057)7258020",NA,"sch80@kharkivosvita.net.ua","school80.edu.kh.ua","Директор Черномаз Ірина Іванівна","ні","ні","ні","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3233","ХАРКІВСЬКА СПЕЦІАЛІЗОВАНА ШКОЛА І-ІІІ СТУПЕНІВ №85 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",145609,"так","ХСШ №85","працює","спеціалізована школа","Комунальна","6310138200","Харківська область","Харків, Харківська область","вулиця О.Зубарєва, 29",NA,"Управління освіти адміністрації Індустріального району Харківської міської ради","(057)725-54-46",NA,"sch85@kharkivosvita.net.ua","school85.edu.kh.ua","Директор Кутнякова Наталія Вячеславівна","ні","ні","ні","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3234","ХАРКІВСЬКА СПЕЦІАЛІЗОВАНА ШКОЛА І-ІІІ СТУПЕНІВ №87 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",146739,"так","ХСШ №87","працює","спеціалізована школа","Комунальна","6310137200","Харківська область","Харків, Харківська область","вулиця Башкирська, 2",NA,"Управління освіти адміністрації Холодногірського району Харківської міської ради","(057)725-86-92",NA,"school87_kh@ukr.net","http://school87.edu.kh.ua","Директор Карась Андрій Григорович","ні","ні","ні","ні",750,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3235","ХАРКІВСЬКА СПЕЦІАЛІЗОВАНА ШКОЛА І-ІІІ СТУПЕНІВ №99 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",143339,"так","ХСШ №99","працює","спеціалізована школа","Комунальна","6310136300","Харківська область","Харків, Харківська область","вулиця Тобольська, 26",NA,"Управління освіти адміністрації Шевченківського району Харківської міської ради","(057)7258525",NA,"sch99@kharkivosvita.net.ua","http://school99.edu.kh.ua","Директор Волкодав Світлана Анатоліївна","ні","ні","ні","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3236","ХАРКІВСЬКА СПЕЦІАЛЬНА ВЕЧІРНЯ ЗАГАЛЬНООСВІТНЯ ШКОЛА ІІ-ІІІ СТУПЕНІВ №23 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",146746,"так","ХСВЗШ №23","працює","вечірня (змінна) школа","Комунальна","6310137200","Харківська область","Харків, Харківська область","вулиця Чоботарська, 51",NA,"Управління освіти адміністрації Холодногірського району Харківської міської ради","(057)725-86-98",NA,"mega.school_23@ukr.net","http://school23.klasna.com","Директор Нємова Олена Павлівна","ні","ні","ні","ні",150,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3237","Харківське державне вище училище фізичної культури №1",147530,"так","ХДВУФК № 1","працює","спеціалізована школа-інтернат","Державна","6310136300","Харківська область","Харків, Харківська область","вулиця Фронтова, 3",NA,"Управління освіти адміністрації Шевченківського району Харківської міської ради","(057)7632151",NA,"hdvufk1@vnzk.org.ua",NA,"Директор Назаренко Юрій Вікторович","ні","ні","ні","ні",1,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3238","Харківський державний музичний ліцей",148896,"так","ХДМЛ","працює","мистецький ліцей","Державна","6310137200","Харківська область","Харків, Харківська область","вулиця Благовіщенська, 19",NA,"Міністерство культури та інформаційної політики України","(057)7125289",NA,"musicschoolkh@ukr.net",NA,"В.о. директора Сенченкова Тамара Юріївна","ні","ні","ні","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3239","ХАРКІВСЬКИЙ ЛІЦЕЙ №107 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",145246,"так","ХЛ №107","працює","ліцей","Комунальна","6310136600","Харківська область","Харків, Харківська область","вулиця Барабашова, 38-Б",NA,"Управління освіти адміністрації Київського району Харківської міської ради","(057)7251924",NA,"sc107@ukr.net","http://lyceum107.klasna.com","Директор Есауленко Світлана Володимирівна","ні","ні","ні","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3240","ХАРКІВСЬКИЙ ЛІЦЕЙ №149 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",142937,"так","ХЛ №149","працює","ліцей","Комунальна","6310136300","Харківська область","Харків, Харківська область","проспект Перемоги, 67-А",NA,"Управління освіти адміністрації Шевченківського району Харківської міської ради","(068)6108072",NA,"sch149@kharkivosvita.net.ua","http://lyceum149.edu.kh.ua","Директор Прокопова Олена Соломонівна","ні","ні","ні","ні",1176,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3241","ХАРКІВСЬКИЙ ЛІЦЕЙ №161 «ІМПУЛЬС» ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",145814,"так","ХЛ № 161 ""Імпульс""","працює","ліцей","Комунальна","6310138500","Харківська область","Харків, Харківська область","вулиця Велозаводська, 35",NA,"Управління освіти адміністрації Немишлянського району Харківської міської ради","(057)7251727",NA,"hl161@ukr.net","http://www.impuls.kharkov.com","Директор Колесникова Оксана Володимирівна","ні","ні","ні","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3242","ХАРКІВСЬКИЙ ПЕДАГОГІЧНИЙ ЛІЦЕЙ №4 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",145082,"так","ХПЛ №4","працює","ліцей","Комунальна","6310136600","Харківська область","Харків, Харківська область","вулиця Лермонтовська, 15/17",NA,"Управління освіти адміністрації Київського району Харківської міської ради","(057)7251860",NA,"sc4@ukr.net","http://lyceum4.edu.kh.ua","Директор Черевань Ірина Іванівна","ні","ні","ні","ні",960,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3243","ХАРКІВСЬКИЙ ПРИВАТНИЙ АКАДЕМІЧНИЙ ХУДОЖНІЙ ЛІЦЕЙ ХАРКІВСЬКОЇ ОБЛАСТІ",146357,"так","ХАРКІВСЬКИЙ АКАДЕМІЧНИЙ ХУДОЖНІЙ ЛІЦЕЙ; ХАХЛ","працює","ліцей","Приватна","6310136600","Харківська область","Харків, Харківська область","вулиця Шевченка, 24",NA,"Управління освіти адміністрації Київського району Харківської міської ради","(057)7062060",NA,"artliceum@ukr.net","http://art-lyceum.kh.ua","Директор Лук'янович Олександр Володимирович","ні","ні","ні","ні",90,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3244","ХАРКІВСЬКИЙ ПРИВАТНИЙ ЛІЦЕЙ «ВЕРЕСЕНЬ» ХАРКІВСЬКОЇ ОБЛАСТІ",146784,"так","ХП ЛІЦЕЙ ""ВЕРЕСЕНЬ"" ХО","працює","ліцей","Приватна","6310138500","Харківська область","Харків, Харківська область","проспект Героїв Харкова, 230",NA,"Управління освіти адміністрації Немишлянського району Харківської міської ради","(057)3920165",NA,"veresen_school999@ukr.net","http://www.veresen.com","Директор Павловська-Кравчук Вікторія Анатоліївна","ні","ні","ні","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"3245","Харківський приватний ліцей ""Ангстрем"" Харківської області",145906,"так","Ліцей ""Ангстрем""","працює","ліцей","Приватна","6310136300","Харківська область","Харків, Харківська область","проспект Незалежності, 10",NA,"Управління освіти адміністрації Шевченківського району Харківської міської ради","(057)7555807",NA,"angstremua@gmail.com","http://www.angstremua.com","Директор Дудінова Олена Володимирівна","ні","ні","ні","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
